Significant,p-value(-log10),Difference(z-score),Protein IDs,Majority protein IDs,uniprot,Symbol color,Symbol type,Symbol size,Show label,GOBP name,GOMF name,GOCC name,Taxonomy,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS Count,oxidized 48h a LFQ,oxidized 72h a LFQ,oxidized 48h b LFQ,oxidized 72h b LFQ,oxidized 48h c LFQ,oxidized 72h c LFQ,reduced 48h a LFQ,reduced 72h a LFQ,reduced 48h b LFQ,reduced 72h b2 LFQ,reduced 48h c LFQ,reduced 72h c LFQ
,0.824791497,0.687031666,sp|Q12349|ATP14_YEAST,sp|Q12349|ATP14_YEAST,Q12349,Color [DarkGray],1,4,,,"cell part;cytoplasmic part;intracellular organelle part;intracellular part;macromolecular complex;membrane part;mitochondrial membrane part;mitochondrial part;mitochondrial proton-transporting ATP synthase complex, coupling factor F(o);organelle part;protein complex;proton-transporting ATP synthase complex, coupling factor F(o);proton-transporting two-sector ATPase complex, proton-transporting domain",biosynthetic process;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular membrane organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;heterocycle metabolic process;hydrogen transport;ion transport;macromolecular complex assembly;membrane organization;metabolic process;mitochondrion organization;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;organelle organization;primary metabolic process;protein complex assembly;small molecule metabolic process;transmembrane transport;transport,ATP14_YEAST,4,4,4,62.1,62.1,62.1,14.128,0,56.038,3467400000,74,-0.8152245,-0.7599982,-0.5651364,-0.3904715,-0.3300751,-0.7085626,-0.8267695,-0.088167,-1.971538,-0.4308159,-0.9732236,-1.031854
,1.236832319,0.737156113,sp|Q3E824|YO020_YEAST,sp|Q3E824|YO020_YEAST,Q3E824,Color [DarkGray],1,4,,,cell part;integral to membrane;intrinsic to membrane;membrane part,,YO020_YEAST,4,4,4,40,40,40,9.6176,0,23.065,407930000,33,-0.4326358,-0.7471689,-0.7950185,-0.6885451,-0.6319999,-0.6955715,-1.673004,-0.2565297,-0.8423823,-0.8587967,-1.555736,-1.113138
,0.922633238,0.270973782,sp|Q99385|VCX1_YEAST,sp|Q99385|VCX1_YEAST,Q99385,Color [DarkGray],1,4,,active transmembrane transporter activity;antiporter activity;binding;calcium ion transmembrane transporter activity;calcium:cation antiporter activity;calcium:hydrogen antiporter activity;cation binding;cation transmembrane transporter activity;cation:cation antiporter activity;divalent inorganic cation transmembrane transporter activity;hydrogen ion transmembrane transporter activity;inorganic cation transmembrane transporter activity;ion binding;ion transmembrane transporter activity;metal ion binding;metal ion transmembrane transporter activity;metal ion:hydrogen antiporter activity;monovalent cation:hydrogen antiporter activity;monovalent inorganic cation transmembrane transporter activity;potassium ion antiporter activity;potassium ion transmembrane transporter activity;potassium:hydrogen antiporter activity;secondary active transmembrane transporter activity;solute:cation antiporter activity;solute:hydrogen antiporter activity;solute:solute antiporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity,cell part;cytoplasmic part;fungal-type vacuole;fungal-type vacuole membrane;integral to membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;lytic vacuole;membrane;membrane part;membrane-bounded organelle;organelle;organelle membrane;organelle part;storage vacuole;vacuolar membrane;vacuolar part;vacuole,biological regulation;cellular homeostasis;cellular ion homeostasis;cellular process;establishment of localization;homeostatic process;ion transport;transmembrane transport;transport,VCX1_YEAST,4,4,4,12.7,12.7,12.7,44.646,0,55.203,730090000,35,-0.7285721,-0.9221336,-0.6506155,-0.9094229,-0.8557327,-0.8727414,-1.233741,-0.3405868,-0.806133,-1.611937,-1.007968,-1.073068
,1.210583444,0.495205051,sp|P05749|RL22A_YEAST,sp|P05749|RL22A_YEAST,P05749,Color [DarkGray],1,4,,structural constituent of ribosome;structural molecule activity,cell part;cytosolic large ribosomal subunit;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;organelle part;ribonucleoprotein complex,biosynthetic process;cellular metabolic process;cellular process;cytoplasmic translation;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,RL22A_YEAST,5,5,3,67.8,67.8,55.4,13.693,0,151.04,4643000000,156,0.729961,0.5119993,0.1436859,-0.7706764,0.6633362,0.09522238,0.003012646,0.2909597,-0.06340694,0.4209724,0.1117623,-0.2965285
,0.221110904,-0.066251099,sp|P11632|NHP6A_YEAST,sp|P11632|NHP6A_YEAST,P11632,Color [DarkGray],1,4,,binding;chromatin binding;DNA bending activity;DNA binding;nucleic acid binding;nucleosome binding,cell part;chromosome;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;non-membrane-bounded organelle;nucleus;organelle,biological regulation;biosynthetic process;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;chromatin modification;chromatin organization;chromosome organization;DNA metabolic process;DNA repair;macromolecular complex assembly;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organelle organization;primary metabolic process;response to DNA damage stimulus;response to stimulus;response to stress;RNA metabolic process,NHP6A_YEAST,5,5,5,44.1,44.1,44.1,10.802,0,23.451,940150000,61,-0.9478671,-0.7778676,-0.637307,-0.7578887,-0.7151928,-0.7266572,-0.6244707,-0.5339915,-0.6360514,-0.5624619,-0.8410916,-0.5024189
,0.92351315,-0.117545029,sp|P11633|NHP6B_YEAST,sp|P11633|NHP6B_YEAST,P11633,Color [DarkGray],1,4,,binding;chromatin binding;DNA bending activity;DNA binding;nucleic acid binding;nucleosome binding,cell part;chromosome;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;non-membrane-bounded organelle;nucleus;organelle,biological regulation;biosynthetic process;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;chromatin modification;chromatin organization;chromosome organization;DNA metabolic process;DNA repair;macromolecular complex assembly;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organelle organization;primary metabolic process;response to DNA damage stimulus;response to stimulus;response to stress;RNA metabolic process;transcription from RNA polymerase II promoter,NHP6B_YEAST,5,5,5,39.4,39.4,39.4,11.476,0,67.575,1209200000,68,-0.8101148,-0.6767593,-0.8188149,-0.9322876,-0.7022403,-0.6242746,-0.5894089,-0.4627285,-0.6425432,-0.4113007,-0.7465827,-0.4616332
,0.947230921,0.490363161,sp|P32495|NHP2_YEAST,sp|P32495|NHP2_YEAST,P32495,Color [DarkGray],1,4,,binding;nucleic acid binding;RNA binding;snoRNA binding,box H/ACA RNP complex;box H/ACA snoRNP complex;cell part;intracellular organelle part;intracellular part;macromolecular complex;nuclear part;nucleolar part;organelle part;ribonucleoprotein complex;small nucleolar ribonucleoprotein complex,cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;macromolecule modification;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA modification;RNA processing;rRNA processing,NHP2_YEAST,5,5,5,30.1,30.1,30.1,17.122,0,61.622,612610000,40,-0.9705678,-0.4553514,-0.6691534,-0.6877068,-0.7332339,-0.4000763,-1.277321,-1.555636,-1.671666,-0.9457378,-0.8950576,-0.3480583
,1.335056413,0.566701333,sp|P53299|TIM13_YEAST,sp|P53299|TIM13_YEAST,P53299,Color [DarkGray],1,4,,binding;cation binding;ion binding;metal ion binding;protein transporter activity;substrate-specific transporter activity;transporter activity,cell part;cytoplasmic part;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane-enclosed lumen;mitochondrial inner membrane;mitochondrial intermembrane space;mitochondrial intermembrane space protein transporter complex;mitochondrial membrane;mitochondrial part;organelle envelope lumen;organelle inner membrane;organelle membrane;organelle part;protein complex,cellular component organization;cellular membrane organization;cellular process;establishment of localization;membrane organization;mitochondrion organization;organelle organization;protein targeting;protein transport;transport,TIM13_YEAST,5,5,5,51.4,51.4,51.4,11.286,0,97.848,632990000,46,-0.7277405,-0.8943681,-0.780895,-0.4670155,-0.8419874,-0.62348,-1.284732,-0.7455851,-1.717419,-0.7732395,-1.048576,-1.074975
,0.062653025,-0.143697679,sp|Q01855|RS15_YEAST,sp|Q01855|RS15_YEAST,Q01855,Color [DarkGray],1,4,,binding;nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity,cell part;cytosolic small ribosomal subunit;intracellular organelle part;intracellular part;macromolecular complex;organelle part;ribonucleoprotein complex;small ribosomal subunit,biosynthetic process;cellular metabolic process;cellular process;cytoplasmic translation;establishment of localization;macromolecule metabolic process;metabolic process;nuclear transport;nucleobase-containing compound transport;nucleocytoplasmic transport;primary metabolic process;protein metabolic process;translation;transport,RS15_YEAST,5,5,5,42.3,42.3,42.3,16.002,0,123.57,21761000000,244,1.552069,1.826425,-0.7900112,1.522012,1.612538,1.617041,0.8961218,1.349708,1.118748,0.7161093,0.7908194,1.155207
,0.178582856,-0.198964417,sp|Q12306|SMT3_YEAST,sp|Q12306|SMT3_YEAST,Q12306,Color [DarkGray],1,4,,binding;identical protein binding;protein binding;protein tag,cell cortex part;cell part;chromosome;condensed chromosome;condensed nuclear chromosome;cytoplasmic part;cytoskeletal part;cytoskeleton;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane-bounded organelle;non-membrane-bounded organelle;nuclear chromosome;nuclear part;nucleus;organelle;organelle part;septin cytoskeleton;septin ring,cellular metabolic process;cellular process;macromolecule metabolic process;macromolecule modification;metabolic process;primary metabolic process;protein metabolic process;protein modification by small protein conjugation or removal;protein modification process,SMT3_YEAST,5,5,5,48.5,48.5,48.5,11.597,0,53.037,2895900000,88,-0.9343945,0.2595747,-0.5634508,0.3127013,0.4764625,-0.7173596,-0.1867791,-0.3115302,-0.08384629,0.2190498,-0.153864,-1.329823
,1.111970355,0.785967708,sp|Q12522|IF6_YEAST,sp|Q12522|IF6_YEAST,Q12522,Color [DarkGray],1,4,,"binding;nucleic acid binding;ribonucleoprotein binding;ribosomal large subunit binding;ribosome binding;RNA binding;translation factor activity, nucleic acid binding;translation initiation factor activity","cell part;cytoplasm;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;non-membrane-bounded organelle;nuclear part;nucleolus;nucleus;organelle;organelle part;preribosome;preribosome, large subunit precursor;ribonucleoprotein complex",cellular component assembly;cellular component organization;cellular localization;cellular macromolecular complex assembly;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;localization;macromolecular complex assembly;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nuclear transport;nucleobase-containing compound metabolic process;nucleocytoplasmic transport;organelle assembly;primary metabolic process;ribonucleoprotein complex assembly;ribosomal large subunit biogenesis;ribosomal subunit export from nucleus;ribosome assembly;RNA metabolic process;RNA processing;rRNA processing;transport,IF6_YEAST,5,5,5,28.2,28.2,28.2,26.457,0,102.92,1024100000,56,-0.3024372,-1.056459,-0.958164,-0.6869254,-0.2111637,-0.8414361,-1.685244,-0.7217237,-1.272518,-0.6740405,-0.8719065,-0.2544346
,0.359930297,-0.217104266,sp|Q96VH5|MIC10_YEAST,sp|Q96VH5|MIC10_YEAST,Q96VH5,Color [DarkGray],1,4,,,cell part;crista junction;cytoplasmic part;intracellular organelle part;intracellular part;mitochondrial part;organelle part,cellular component organization;cellular membrane organization;cellular process;membrane organization;mitochondrion organization;organelle organization,MIC10_YEAST,5,5,5,39.2,39.2,39.2,10.408,0,86.46,1247800000,71,-0.5100147,-0.7686854,-0.8860633,-0.9844316,-0.8508588,-0.6627714,-0.9728909,-0.3268593,-0.2858517,-1.96299,-0.3368813,0.1173348
,0.477691163,0.206193805,sp|P12962|CAF20_YEAST,sp|P12962|CAF20_YEAST,P12962,Color [DarkGray],1,4,,"binding;nucleic acid binding;RNA binding;translation factor activity, nucleic acid binding;translation initiation factor activity;translation regulator activity",cell part;cytoplasm;intracellular part;macromolecular complex;mRNA cap binding complex;protein complex;RNA cap binding complex,biological regulation;regulation of translation,CAF20_YEAST,6,6,6,63.4,63.4,63.4,18.223,0,42.829,981830000,67,-0.9430904,-0.6279706,-0.786743,-0.779336,-1.014513,-1.065748,-1.129642,-0.5063295,-0.813837,-0.7878899,-1.419449,-1.240039
,2.254516734,0.310312808,sp|P14120|RL30_YEAST,sp|P14120|RL30_YEAST,P14120,Color [DarkGray],1,4,,binding;nucleic acid binding;pre-mRNA 5'-splice site binding;pre-mRNA binding;RNA binding;structural constituent of ribosome;structural molecule activity,cell part;cytoplasm;cytosolic large ribosomal subunit;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;organelle part;ribonucleoprotein complex,biological regulation;biosynthetic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cytoplasmic translation;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;protein metabolic process;RNA metabolic process;RNA processing;rRNA processing;translation,RL30_YEAST,6,6,6,59,59,59,11.415,0,176.47,9934800000,186,0.9416992,1.190951,1.012525,0.9910601,0.9693934,1.025115,0.6413255,0.6103535,0.7657661,0.8570703,0.5855877,0.9209183
,0.689895187,0.310030778,sp|P20436|RPAB3_YEAST,sp|P20436|RPAB3_YEAST,P20436,Color [DarkGray],1,4,,"binding;catalytic activity;DNA binding;DNA-directed RNA polymerase activity;nucleic acid binding;nucleotidyltransferase activity;RNA polymerase activity;RNA polymerase I activity;transferase activity;transferase activity, transferring phosphorus-containing groups","cell part;DNA-directed RNA polymerase complex;DNA-directed RNA polymerase I complex;DNA-directed RNA polymerase II, core complex;DNA-directed RNA polymerase III complex;intracellular organelle part;intracellular part;macromolecular complex;nuclear DNA-directed RNA polymerase complex;nuclear part;nucleolar part;nucleoplasm;nucleoplasm part;organelle part;protein complex;RNA polymerase complex",biosynthetic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;ribosome biogenesis;RNA metabolic process;transcription from RNA polymerase I promoter;transcription from RNA polymerase II promoter;transcription from RNA polymerase III promoter,RPAB3_YEAST,6,6,6,48.6,48.6,48.6,16.511,0,175.29,782770000,61,-1.103499,-0.9974071,-1.016548,-0.6390759,-0.8476784,-0.5965158,-1.453882,-0.8693933,-1.523132,-1.786869,-0.9208025,-1.282888
,0.561140504,0.47737054,sp|P35195|ECM15_YEAST,sp|P35195|ECM15_YEAST,P35195,Color [DarkGray],1,4,,,cell part;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;nucleus;organelle,,ECM15_YEAST,6,6,6,52.9,52.9,52.9,11.518,0,68.806,442960000,40,-0.9399732,-0.7027398,-0.5358251,-1.007317,-1.071335,-0.3552941,-1.040127,-1.718136,-0.9327395,-0.9224743,-2.006378,-0.2927492
,0.881547202,-0.642098282,sp|P37299|QCR10_YEAST,sp|P37299|QCR10_YEAST,P37299,Color [DarkGray],1,4,,,cell part;cytoplasmic part;intracellular organelle part;intracellular part;macromolecular complex;membrane part;mitochondrial membrane part;mitochondrial part;mitochondrial respiratory chain complex III;organelle part;protein complex;respiratory chain complex III,cellular metabolic process;cellular process;cellular respiration;generation of precursor metabolites and energy;metabolic process,QCR10_YEAST,6,6,6,55.8,55.8,55.8,8.5928,0,55.09,2171800000,102,0.1696361,-0.4111257,-0.5912158,-0.2417042,-0.9548917,-0.6983529,0.04237052,0.2918226,0.2200519,0.2293288,0.2874009,0.08495569
,0.08312473,-0.039777637,sp|P38248|ECM33_YEAST,sp|P38248|ECM33_YEAST,P38248,Color [DarkGray],1,4,,,anchored to membrane;cell part;cell wall;external encapsulating structure;extracellular region;fungal-type cell wall;intrinsic to membrane;membrane;membrane part;plasma membrane,cell wall organization;cell wall organization or biogenesis;cellular cell wall organization;cellular cell wall organization or biogenesis;cellular component organization;cellular process;external encapsulating structure organization,ECM33_YEAST,6,6,6,11.4,11.4,11.4,43.768,0,111.58,3365500000,122,-0.6794575,-0.7499158,-0.2886969,-0.6603819,-0.6034729,-0.4640218,-0.5226122,-0.2838282,-0.2599798,-1.709487,-0.6697024,-0.7443125
,1.00633075,0.76851965,sp|P38345|SDHF4_YEAST,sp|P38345|SDHF4_YEAST,P38345,Color [DarkGray],1,4,,,cell part;cytoplasmic part;intracellular organelle lumen;intracellular organelle part;intracellular part;membrane-enclosed lumen;mitochondrial matrix;mitochondrial part;organelle lumen;organelle part,cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular process;macromolecular complex assembly;protein complex assembly;protein complex biogenesis,SDHF4_YEAST,6,6,6,52.9,52.9,52.9,15.504,0,47.619,397660000,54,-1.045059,-0.8072038,-0.4000866,-0.4229328,-0.362956,-1.066702,-1.543224,-0.8036806,-0.8205974,-1.465259,-1.74984,-1.190723
,1.0309777,0.243607601,sp|P38841|YHT8_YEAST,sp|P38841|YHT8_YEAST,P38841,Color [DarkGray],1,4,,endopeptidase inhibitor activity;endopeptidase regulator activity;enzyme inhibitor activity;enzyme regulator activity;peptidase inhibitor activity;peptidase regulator activity,,biological regulation;cellular component organization;cellular membrane organization;cellular process;membrane fusion;membrane organization;organelle organization;vacuole organization,YHT8_YEAST,6,6,6,56.1,56.1,56.1,12.752,0,68.618,839850000,48,-0.4692557,-0.3050959,-0.6995868,-0.3763317,-0.7050129,-0.6639826,-0.985397,-0.5509397,-0.9019793,-0.5218899,-0.7173018,-1.311373
,1.133831919,-0.566433106,sp|P39726|GCSH_YEAST,sp|P39726|GCSH_YEAST,P39726,Color [DarkGray],1,4,,,cell part;cytoplasmic part;glycine cleavage complex;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;mitochondrion;organelle;protein complex,amine metabolic process;catabolic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;macromolecule modification;metabolic process;nitrogen compound metabolic process;one-carbon metabolic process;organic acid metabolic process;primary metabolic process;protein metabolic process;protein modification process;small molecule metabolic process,GCSH_YEAST,6,6,6,54.7,54.7,54.7,18.793,0,323.31,2953900000,111,-0.4260473,-1.113681,-1.017526,0.02634702,-0.4713656,-0.4508526,0.02672422,-0.1354613,-0.3446474,0.0557648,0.1022836,0.4664514
,0.686177166,0.384915342,sp|P53337|ERV29_YEAST,sp|P53337|ERV29_YEAST,P53337,Color [DarkGray],1,4,,"binding;binding, bridging;COPII adaptor activity;protein binding;protein binding, bridging",cell part;coated vesicle;cytoplasmic membrane-bounded vesicle;cytoplasmic part;cytoplasmic vesicle;endoplasmic reticulum membrane;endoplasmic reticulum part;ER to Golgi transport vesicle;integral to membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;membrane-bounded organelle;membrane-bounded vesicle;organelle;organelle membrane;organelle part;transport vesicle;vesicle,cellular process;establishment of localization;Golgi vesicle transport;transport;vesicle-mediated transport,ERV29_YEAST,6,6,6,28.4,28.4,28.4,35.012,0,50.786,1335300000,77,-0.8001374,-0.7510296,-0.7078356,-1.123215,-0.4582354,-0.2531233,-0.976164,-0.780672,-0.6711291,-1.265666,-1.473661,-1.239177
,0.267616682,0.111937165,sp|Q03362|YD476_YEAST,sp|Q03362|YD476_YEAST,Q03362,Color [DarkGray],1,4,,,cell part;cytoplasmic part;endoplasmic reticulum;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;organelle,,YD476_YEAST,6,6,6,35.3,35.3,35.3,25.265,0,132.58,752710000,71,-0.5711247,-0.8151551,-1.045943,-0.7267937,-0.7061377,-0.4521244,-0.9010581,-0.8700531,-0.7243615,-0.6635634,-1.033597,-0.8775551
,0.644812807,0.30304651,sp|Q03973|HMO1_YEAST,sp|Q03973|HMO1_YEAST,Q03973,Color [DarkGray],1,4,,binding;DNA bending activity;DNA binding;DNA secondary structure binding;double-stranded DNA binding;four-way junction DNA binding;nucleic acid binding;structure-specific DNA binding,cell part;chromatin;chromosomal part;cytoplasm;cytoplasmic part;cytosol;heterochromatin;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;non-membrane-bounded organelle;nuclear part;nucleolus;nucleus;organelle;organelle part;preribosome;rDNA heterochromatin;ribonucleoprotein complex;small-subunit processome,biological regulation;biosynthetic process;cellular component organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;DNA metabolic process;DNA packaging;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process,HMO1_YEAST,6,6,6,22.8,22.8,22.8,27.544,0,74.793,1465100000,70,-0.6819613,-0.7868276,-0.1840243,-0.5169968,-0.8520021,-1.325916,-0.8982474,-0.6991843,-0.7449449,-0.7296335,-0.9839349,-0.6427891
,0.113181919,-0.046834409,sp|Q06177|TMA10_YEAST,sp|Q06177|TMA10_YEAST,Q06177,Color [DarkGray],1,4,,,cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle,,TMA10_YEAST,6,6,6,62.8,62.8,62.8,9.8337,0,61.394,1207700000,52,-0.8568303,-1.141074,-0.3878984,-0.7617366,-0.7708817,-0.8323926,-0.5851156,-1.102547,-0.708625,-0.45316,-0.5813666,-0.3025477
,0.100871621,-0.093926648,sp|Q06449|PIN3_YEAST,sp|Q06449|PIN3_YEAST,Q06449,Color [DarkGray],1,4,,,actin cortical patch;cell cortex part;cell part;cytoplasm;cytoplasmic part;cytoskeletal part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane-bounded organelle;nucleus;organelle;organelle part,biological regulation;regulation of organelle organization,PIN3_YEAST,6,6,6,34.9,34.9,34.9,23.539,0,42.788,1269600000,60,-1.160126,-0.3102264,-1.283088,-0.8256543,-1.099944,-0.7775891,-1.719022,-1.109602,-0.6059485,-1.137753,-0.9364074,-0.9267774
,0.570088686,0.349568715,sp|Q06485|ATG33_YEAST,sp|Q06485|ATG33_YEAST,Q06485,Color [DarkGray],1,4,,,cell part;cytoplasmic part;integral to membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;membrane-bounded organelle;mitochondrial membrane;mitochondrial part;mitochondrion;organelle;organelle membrane;organelle part,autophagy;catabolic process;cellular metabolic process;cellular process;metabolic process,ATG33_YEAST,6,6,6,34.5,34.5,34.5,20.4,0,170.18,972130000,60,-0.766547,-0.506752,-0.7774779,-1.150519,-0.2610832,-0.8010337,-0.6143438,-0.8941608,-0.8942073,-0.7197086,-1.345263,-0.3945222
,0.041898483,-0.022216398,sp|Q12207|NCE2_YEAST,sp|Q12207|NCE2_YEAST,Q12207,Color [DarkGray],1,4,,,cell part;cell projection membrane;cell projection part;cellular bud membrane;integral to membrane;intrinsic to membrane;mating projection membrane;membrane;membrane part;plasma membrane;plasma membrane part,biological regulation;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular membrane organization;cellular process;establishment of localization;macromolecular complex assembly;membrane organization;plasma membrane organization;protein complex assembly;protein transport;regulation of protein modification process;secretion;transport,NCE2_YEAST,6,6,6,26,26,26,18.967,0,88.123,2764100000,128,-0.04667417,-0.4360088,-0.3775405,-0.6056491,-0.02798017,-0.4960179,-0.0425901,0.1592565,0.06014882,-0.1448091,-0.4031044,-0.3662796
,0.120606863,0.219949961,sp|Q12402|YOP1_YEAST,sp|Q12402|YOP1_YEAST,Q12402,Color [DarkGray],1,4,,,cell part;cytoplasmic part;endoplasmic reticulum;endoplasmic reticulum membrane;endoplasmic reticulum part;endoplasmic reticulum tubular network;Golgi apparatus part;Golgi membrane;integral to membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;membrane-bounded organelle;organelle;organelle membrane;organelle part,cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular process;endoplasmic reticulum organization;establishment of localization;macromolecular complex assembly;nucleus organization;organelle inheritance;organelle organization;protein complex assembly;transport;vesicle-mediated transport,YOP1_YEAST,6,6,6,32.8,32.8,32.8,20.269,0,42.967,2494100000,51,-0.5582544,-1.36967,-0.7213326,-0.3223604,-0.4595041,-1.35384,-1.562599,-0.3774376,0.5164988,-1.309699,-1.352841,-0.2109496
,0.482706492,0.343691647,sp|Q12408|NPC2_YEAST,sp|Q12408|NPC2_YEAST,Q12408,Color [DarkGray],1,4,,,cell part;cytoplasmic part;fungal-type vacuole lumen;intracellular organelle lumen;intracellular organelle part;intracellular part;membrane-enclosed lumen;organelle lumen;organelle part;vacuolar lumen;vacuolar part,establishment of localization;lipid transport;transport,NPC2_YEAST,6,6,6,48,48,48,19.063,0,67.642,666730000,117,-0.8012398,-0.8822871,-0.7453519,-0.5182493,-1.330745,-0.6212373,-0.8155367,-0.8847931,-1.616928,-0.8247775,-1.475947,-0.8308231
,1.321245078,0.500887493,sp|Q12450|ERP4_YEAST,sp|Q12450|ERP4_YEAST,Q12450,Color [DarkGray],1,4,,,cell part;cytoplasmic part;endoplasmic reticulum membrane;endoplasmic reticulum part;integral to membrane;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;organelle membrane;organelle part,cellular process;establishment of localization;Golgi vesicle transport;protein transport;transport;vesicle-mediated transport,ERP4_YEAST,6,6,4,31.4,31.4,27.5,23.515,0,12.775,258340000,27,-0.8646995,-0.8281661,-0.4328666,-1.378376,-0.8386612,-1.066898,-1.316227,-1.104467,-1.328274,-1.524298,-0.9943889,-0.5393101
,0.156136039,-0.216377257,sp|P05319|RLA2_YEAST,sp|P05319|RLA2_YEAST,P05319,Color [DarkGray],1,4,,enzyme activator activity;enzyme regulator activity;kinase activator activity;kinase regulator activity;protein kinase activator activity;protein kinase regulator activity;structural constituent of ribosome;structural molecule activity,cell part;cytosolic large ribosomal subunit;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;organelle part;ribonucleoprotein complex,biological regulation;biosynthetic process;cellular metabolic process;cellular process;cytoplasmic translation;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;regulation of protein modification process;translation;translational elongation,RLA2_YEAST,7,7,7,98.1,98.1,98.1,10.746,0,269.91,6853000000,163,0.6612151,-0.8513195,0.5991474,0.5081015,-0.7840179,-0.8252919,0.5208116,0.1663569,0.654185,0.4089617,-0.0495202,0.2357643
